seller_id,seller_zip_code_prefix,seller_city,seller_state
2ed51d8e52a048618a894a58f8d31cde,1301,São Paulo,SP
7a2eabc3064147f3a19b3a8e38a6d425,1301,São Paulo,SP
89721496be56470fbeb97b104aaf84a4,1301,São Paulo,SP
9715d9631cbe401e9b24de92cd499d6f,1301,São Paulo,SP
e3b704e204dc45fa9a5c18ebc748463f,1301,São Paulo,SP
8959c932f25e459ab9aea92f87a28ff4,1301,São Paulo,SP
d0fc99dbf1214b22962b253f1c5f015a,1301,São Paulo,SP
b68e4bcf965a440a9f6a3c0553e2f83b,1301,São Paulo,SP
f4af8399c20a47a08c7bca411410c741,1301,São Paulo,SP
a1bd3f6c2136462eae9c4a26874cb0f8,1301,São Paulo,SP
233290cdf46648099e9dfa47533e4bf3,1301,São Paulo,SP
c9a955cbd3a54fe49110f4d5aac3e18e,1301,São Paulo,SP
42da32772b724e369230eecaf92d6609,1301,São Paulo,SP
486f158e1c204d25917019c1235f1a45,1301,São Paulo,SP
161c666e4b784fe39451a27798571597,1301,São Paulo,SP
44ce5ca3a5544f9ca9a32463bda2e7ab,1301,São Paulo,SP
cbe93280293a41578b5221a21dc01998,1301,São Paulo,SP
3a03d44fb3cb4c988a63a8bfdfe653b1,1301,São Paulo,SP
b2d5ba4a81244936a0175b80c82d9af8,1301,São Paulo,SP
0667fc6ce3cd4a989c6a722b6ec5dee5,1301,São Paulo,SP
4cf002b23a424634a0b91c8a903147a9,1301,São Paulo,SP
68c9c3bea9224d22be97d0cc3c98502a,1301,São Paulo,SP
78f24d2e34b84f8681a95ef4b2cb95b4,1301,São Paulo,SP
6390391d89464c0b855e473c87b01676,1301,São Paulo,SP
8a9db9c5c087475cbcadc4ea7dff2902,1301,São Paulo,SP
66b63859e4fc45129a360df7da8c1424,1301,São Paulo,SP
dfaf5b7f76974823ac54272dafaad190,1301,São Paulo,SP
e9db23e2534646c2bfc77cd4f6ab0c6f,1301,São Paulo,SP
ade55a9f708f4dedb79b620f906e2cd0,1301,São Paulo,SP
8f53d654da084e43ba1edb1c421a5917,1301,São Paulo,SP
136e6055b3a946c0b21271847731b40f,1301,São Paulo,SP
2c7471162457420884d9dc1f845023e4,1301,São Paulo,SP
3978f51d44dc427f9d53223edc71d141,1301,São Paulo,SP
d4406c82290445e593cbca8874dbd5bf,1301,São Paulo,SP
d0058bf1311b4ea88f20208e41508638,1301,São Paulo,SP
065969a58d8241e689851e10befa5e0e,1301,São Paulo,SP
b97c259d2004433d964c228b6dfe6a0b,1301,São Paulo,SP
8a9a60f4d638484e941bd74e7b7b497a,1301,São Paulo,SP
ed567994c0b243c5ac04c6ee4a7c41b5,1301,São Paulo,SP
5ef2946b3ab047f39a450ee7a90f000a,1301,São Paulo,SP
3fbfa5639a3a470cb4b172bfe7d4a091,1301,São Paulo,SP
6e56a482030848128dcaceb7911cea1c,1301,São Paulo,SP
56d4a311d7ce40009ef40d859112930f,1301,São Paulo,SP
1cf9b42da0134b17a77f6c538114f6fb,1301,São Paulo,SP
c5bf49af1c8c4f7aad9a7b63b3195702,1301,São Paulo,SP
64562f11a3c8424cb2d2d3e5450894b9,1301,São Paulo,SP
92945ad12e9f4ea196ced10d9ab324ad,1301,São Paulo,SP
a97e75d90ba34ae9b7f2ab70418c1e59,1301,São Paulo,SP
0f6fec8a3cab4ff5af5f8a994f7c22fc,1301,São Paulo,SP
a4f66d5634eb46e7873b4273f14387e2,1301,São Paulo,SP
6ea60d266cbc4dbc88aa15e50a0ae6b1,1301,São Paulo,SP
6e362a5d19174492a815a02c355c0e99,1301,São Paulo,SP
90360486e4464f57ae7397c1c8be7938,1301,São Paulo,SP
8217b6ad9dc84c56a9fed32e1ed95f2f,1301,São Paulo,SP
0999cef0edfc48bfad8c596f664d3e1a,1301,São Paulo,SP
d70ac38a53904e65bbab5a93cd39ed8b,1301,São Paulo,SP
565dda84474c4df4ad1084469bd0bcca,1301,São Paulo,SP
6a56e032a5784b47bfe910ea9dbf396d,1301,São Paulo,SP
4338a3da46e94f0f85daf278e936b553,1301,São Paulo,SP
ec729f0378c14c3ca13dad8ad57a4beb,1301,São Paulo,SP
f1c2c00385054a6e93d252de4661ffa4,1301,São Paulo,SP
b2df36b6de35492280a6223334d9f02d,1301,São Paulo,SP
5b58473143c340e1bfe0defe23906602,1301,São Paulo,SP
f152918827754833ab70f368f7c7fc8b,1301,São Paulo,SP
558b4850d5b649e8a272bc082b4702d5,1301,São Paulo,SP
86dba4227d4542c99105b8f847c3582e,1301,São Paulo,SP
4720d419848746dcb86b0615ac07eeb4,1301,São Paulo,SP
40a105abea3a43db965e8ab462b7fba5,1301,São Paulo,SP
be9210b972684d169b377f3c877640fe,1301,São Paulo,SP
5311616c80014d809b6fde0a572ecdc4,1301,São Paulo,SP
e7e8d7d844f14b83ab95f9c09e0a08e6,1301,São Paulo,SP
669c146b64514997bfc96dc8742e14cd,1301,São Paulo,SP
879cc036308f4272b4894d1997b8ca7f,1301,São Paulo,SP
b4d89cd5aacc43759d23b64711afceab,1301,São Paulo,SP
f40720f6848c496981e0c5a0805e31ac,1301,São Paulo,SP
42e225fda8c848bb9557aabce2d3a346,1301,São Paulo,SP
619a8c8a4109436796ea5fda864553eb,1301,São Paulo,SP
432eb76defe24593b8c57d543c9a6ea9,1301,São Paulo,SP
5c588679260444b88cddfd5491f18bcd,1301,São Paulo,SP
2d85f9b949784bfa972a50264996194a,1301,São Paulo,SP
f008ddad3aee4b01b82c26df001f8c52,1301,São Paulo,SP
f81d7bf6647243d2b2d6ea3549f8b71a,1301,São Paulo,SP
75aa3edfb40640038269316f9e3cd1b6,1301,São Paulo,SP
7c9ba6f6a8fc432cb9f2fd7d55d95941,1301,São Paulo,SP
9fe3d5ce08a243bba23c985f1c85cdcb,1301,São Paulo,SP
388b1cb5ee3f4aac87f95567b8965fab,1301,São Paulo,SP
cfbd0510314a48189c15c0e14db03361,1301,São Paulo,SP
324077f6420a48f990d76c12e89b1dad,1301,São Paulo,SP
d30a2a6d3e2c4f478cdba6ff9203da36,1301,São Paulo,SP
e704e748e9794940afc26db74199e339,1301,São Paulo,SP
c7f01007907e49b3a9b391abe8bf532c,1301,São Paulo,SP
b75e4142eef84147ae94d150f9650fc3,1301,São Paulo,SP
062b81436191455d8fae9e9dfbe9eef8,1301,São Paulo,SP
bedce5e582814bccae6151a7dc8b589f,1301,São Paulo,SP
ea5f1ecb41234697be658b741f1b109c,1301,São Paulo,SP
a67c7efd6d5247bba053b92faa40804a,1301,São Paulo,SP
fefc9fd283a44ad0bebd686e6194c673,1301,São Paulo,SP
d2d8598ba32e4f52b7430101a414c4da,1301,São Paulo,SP
5401f23ace004ac58f3ca90a881d59ad,1301,São Paulo,SP
ec1ba7b3f9cf4763b5bb2acb3e9ddce2,1301,São Paulo,SP
ac4397669d4843129bfdf56e772fd8fe,1301,São Paulo,SP
71bf5196e41a40ed910a6833adfe6fbd,1301,São Paulo,SP
2929f176e62d43ae899fbb3138cdce1b,1301,São Paulo,SP
de7747b74c3e42458a7b66fdd9e829ba,1301,São Paulo,SP
c93e31b0f5634cb58343944c6fbf08a4,1301,São Paulo,SP
6a14135f65f84d80bbda9cd5bfbcee08,1301,São Paulo,SP
0486b79d670a416b9eefbb91e753f99e,1301,São Paulo,SP
537ce3ba92404dafb593e79216f788b5,1301,São Paulo,SP
3388b50d9a8a4581beb2a4705b3cdcbe,1301,São Paulo,SP
208b5e6cc6864d589fa714fdffeb95f8,1301,São Paulo,SP
d52b5e8492a946b5a89e9d1364d738e9,1301,São Paulo,SP
6ccf6bd6337a490d8fb1ea1d5456263b,1301,São Paulo,SP
01431346ae8e4a8b8aa958e9c45d141a,1301,São Paulo,SP
c57e2a7efc2843499bf9669e06c6b43c,1301,São Paulo,SP
985352f6190b4ff38b1f742d9c71e5b1,1301,São Paulo,SP
04e490a51a5646318e367078b81bf23a,1301,São Paulo,SP
2dafd6ea38fd494ca5b23b3251db0c0d,1301,São Paulo,SP
987df16203114c56bc3f1ea208864b88,1301,São Paulo,SP
9ca0a49e0f8944c6b8be9bc0c60d14cb,1301,São Paulo,SP
8276baac1b574aa0ab7f1efb97411d7b,1301,São Paulo,SP
e0d6374a44624af09309d45e5b2077ed,1301,São Paulo,SP
bc75c7d896c44cf382f306ce59bbd14d,1301,São Paulo,SP
4642449404884b1ea7468e6a71e187ea,1301,São Paulo,SP
45628edbbd8348ceb9931baa4d9a52a7,1301,São Paulo,SP
45664fcee60b4e2f9e5956b09c5d8684,1301,São Paulo,SP
436aaf315fdc499fb86978b6efa621a8,1301,São Paulo,SP
03395ebcb2314e7691c16adb0b0b97da,1301,São Paulo,SP
455ba4bb6b9f48e6905ad2dc749db13f,1301,São Paulo,SP
e7823c651d094e579e0540946f49906d,1301,São Paulo,SP
e8d8791aca9f477ea2f946f3a6c42282,1301,São Paulo,SP
46bc2075a7974b5682b63be212009057,1301,São Paulo,SP
990e524bb6ab42dcaf0a1f536c4a889a,1301,São Paulo,SP
36df4a01a996491b80838fe2fc767bfd,1301,São Paulo,SP
6bb77cbb02f44a049421ad4ce382f9fe,1301,São Paulo,SP
d246d9f7e960458ca7d406fc912901d8,1301,São Paulo,SP
a5b757089cc642bbb9fba8e4e2926b8c,1301,São Paulo,SP
448c1f1f767943a59a980942939d5238,1301,São Paulo,SP
f670b2103e4243d981c560d3b1caaa28,1301,São Paulo,SP
c1f1fd630631429498de08b77467c84c,1301,São Paulo,SP
2f4669acd0464e21a0aa00ee0b97ae19,1301,São Paulo,SP
0f6af5ebf9a84e7f92e8e0108fd97271,1301,São Paulo,SP
a85f188ff4c54077991b09f74efd46dd,1301,São Paulo,SP
da7ccf5b8512426faaa8396f28701f59,1301,São Paulo,SP
fc75e4f5944540daac50d4dd8267e7fb,1301,São Paulo,SP
e13b47fdfb8a44bfa62f313ad8c1156b,1301,São Paulo,SP
7e532dfb0cef48d6a3a178faaf042293,1301,São Paulo,SP
48abb6dcc50745dcafcb4499cbab30ef,1301,São Paulo,SP
7d56537a59734d67803c8616664d4e73,1301,São Paulo,SP
0972c85f033547e2a67dfbd727d56e7a,1301,São Paulo,SP
a1cd81a20e7d48b9a3bf819d91a3640c,1301,São Paulo,SP
afb46f4274b84a26a9ec135e89d0be69,1301,São Paulo,SP
07d8138dd3d64b119a019e596c9fb52f,1301,São Paulo,SP
d276a6c471524122900a413bc8823860,1301,São Paulo,SP
5eb286a95c494e35943785025a002efa,1301,São Paulo,SP
3afec7fc8d6e4ee09e4d0ab48533d3fc,1301,São Paulo,SP
7ac828eda910411d95c3a7b28a14e6d3,1301,São Paulo,SP
c912c0f851014be39e36dc0c6722ed1a,1301,São Paulo,SP
8f9cbba99ab2490692946426d4ae9f17,1301,São Paulo,SP
db9d9b2f95874cad8b34ff4919522ed9,1301,São Paulo,SP
5745384de3054c68a8eb4d8fdcd087a9,1301,São Paulo,SP
ca1d88e8aa694e0fbc65846a98153e07,1301,São Paulo,SP
2a24d794364346eea171177a6203eee4,1301,São Paulo,SP
d0f6547308ee450fbe2b545c03a470cc,1301,São Paulo,SP
3eaa24d1f73843f784dc71fd205d9a26,1301,São Paulo,SP
4a78d61c7fac4875ba3d7859d6669349,1301,São Paulo,SP
fdff431e9e1c426b844090df41e4556b,1301,São Paulo,SP
68487a02c70a49e880a3cfff6be4a5a3,1301,São Paulo,SP
5e51cce8cdc44a3694f77b242b07e5b3,1301,São Paulo,SP
707a61a666994c5499ef6d6cec1e99ec,1301,São Paulo,SP
5743be39ec6b473dbf596cc5c120327a,1301,São Paulo,SP
13a2d79b43b94968932a71477aaaa759,1301,São Paulo,SP
1ac6d4b6653b4cc5b6e9fd8b16b32032,1301,São Paulo,SP
a7432e32d27949f4bdd7eb8440605b6f,1301,São Paulo,SP
8b8d6ee7173742beacb4c9a3abf76acb,1301,São Paulo,SP
b3b9466067da411192e82f1110593104,1301,São Paulo,SP
1910d068f92042c8a2ff5620801d8683,1301,São Paulo,SP
e66f2670391e4c6abd7d73bf6c0409b6,1301,São Paulo,SP
6d2d5a4ecb8e49c0867537f4e6be1fec,1301,São Paulo,SP
dc9e03a3ab154923be7523efee8dea1f,1301,São Paulo,SP
9073478111fe49bd85441ee6c80e7cb2,1301,São Paulo,SP
cf2b2664a6974d50afa23a49924f327b,1301,São Paulo,SP
629f483cefad469b98d2023d2c0769d8,1301,São Paulo,SP
9568909ab3064930b682107f218a3181,1301,São Paulo,SP
7f0cdba9a938439fa4c66326238869e2,1301,São Paulo,SP
a92332719f4947d3a92fcc9401039171,1301,São Paulo,SP
94a7b8e123e6423b9eff9c6eadf9b250,1301,São Paulo,SP
8767ea51c75146a691bcba8cdd2c3f3a,1301,São Paulo,SP
b7538d6c67c44eb6ab8845a071e938cf,1301,São Paulo,SP
20f1d9acecbd456e88d97be08a11ec28,1301,São Paulo,SP
01d8231119e84bbfa56c33df22615e80,1301,São Paulo,SP
9cad205bfa5d4f26aacc1c32a6c74473,1301,São Paulo,SP
062a096fcd1a408e8320f15ef8ce5ea3,1301,São Paulo,SP
590b0a05305a4ea6a391b40dd99870a2,1301,São Paulo,SP
b9562a7f65c149fbbb4eee24d753b915,1301,São Paulo,SP
498450651d784fa1945eec2d1694a0ee,1301,São Paulo,SP
dd04b36cb817479391bff9736bcf06fa,1301,São Paulo,SP
2d5b553db4e043579f4bf26aff4a968e,1301,São Paulo,SP
33c91e4b90bf41db9becee66979a35f5,1301,São Paulo,SP
015e1aaec2a1447ea5098e8ceee4b506,1301,São Paulo,SP
29059deafc854315acc9ec349488a108,1301,São Paulo,SP
829be145d5df4790856cc7af5fa052ac,1301,São Paulo,SP
7d73c441e8ea428db1365ca7cd57192a,1301,São Paulo,SP
18e2b9f432c04ac0b33ec0fab72db730,1301,São Paulo,SP
464386f306ca4dc1aa0b8362882d35a4,1301,São Paulo,SP
0f3cac1f25fd4e20984b07804705e06d,1301,São Paulo,SP
7c2b5971417c48c5a938990377f6d882,1301,São Paulo,SP
fcd6baa195ba42c89e999c6b775a74b2,1301,São Paulo,SP
7343c965d1174d3381640ce00d9834e1,1301,São Paulo,SP
9f759dfe062d4f2dad23f74b3bf4c28f,1301,São Paulo,SP
f33e5e6d755e47a49526ee6523e87a80,1301,São Paulo,SP
9756c5e1140946c6b9334a8e670b310d,1301,São Paulo,SP
8b4f8ab369ac466ea7be1085bbda197a,1301,São Paulo,SP
446521a597c9469bae504f71830e0c34,1301,São Paulo,SP
de8cc95189b5432483ce6ed8cc27f63a,1301,São Paulo,SP
d6f0ce9d3c7d48edb9d8506d7b5de488,1301,São Paulo,SP
203d50d404284436b5189bb498bebf46,1301,São Paulo,SP
628b313d891040189dacd409c1106063,1301,São Paulo,SP
c406f9d9baa74783a09be8ea9f7b0d4a,1301,São Paulo,SP
7c6b993fe0d6453a91226faa75fd3fff,1301,São Paulo,SP
945f32d58ee841c9ba8d2cbc65d2ed22,1301,São Paulo,SP
15a5c1c54d9b43d190c755bf32f77738,1301,São Paulo,SP
63b505823d614e52abdb7f64624e534f,1301,São Paulo,SP
160a29868ea2484592ab52184b80c7db,1301,São Paulo,SP
f83a74fb38aa497ab896103b808a1b91,1301,São Paulo,SP
f745860d7f06427dad5974f2b240e522,1301,São Paulo,SP
d6e286e8792f4b839e1dc960582110c9,1301,São Paulo,SP
e25b9836e6004fd080b8c23706e3e695,1301,São Paulo,SP
be263366d2ca4261bf0fbe2a46543305,1301,São Paulo,SP
495faa49c0c545738dff7c0e4991fdef,1301,São Paulo,SP
aee24a3e77ca43d4acd224209cbe63c5,1301,São Paulo,SP
11ce54aeaba1430e903dae24ea51b873,1301,São Paulo,SP
85fdd3c969484ceeb3c73a962a1dc29e,1301,São Paulo,SP
28f4796094ac4645a6cb5ac67eae23ab,1301,São Paulo,SP
fc28e5d5404449feb2000619b1c02223,1301,São Paulo,SP
2985691db0d2425b9cc353efe14e5be5,1301,São Paulo,SP
cd9320c2791948a6816290eceb6d4cd0,1301,São Paulo,SP
4f52c7c998a04f308c968ab881b6ac12,1301,São Paulo,SP
e090fa8e82dd489183beb385f7682b6f,1301,São Paulo,SP
d7c15fcd597b4863a252240ab7e0ffa8,1301,São Paulo,SP
c5b65f73041e47fb914d23532422ac79,1301,São Paulo,SP
0517dfdf2a524cfb94b68002e9ba2c05,1301,São Paulo,SP
700e11233bdc402097037943ad2bfa1c,1301,São Paulo,SP
e75d5ef2ef174dd38a1dbc34b95072f1,1301,São Paulo,SP
590f01198b9d4c66b79de1022c7df361,1301,São Paulo,SP
1c0233029634493f9dbae3d966f135eb,1301,São Paulo,SP
3cdfa65693874413810517296243b07c,1301,São Paulo,SP
8a136b9d28c24283a00737dc6d09c1c1,1301,São Paulo,SP
5d70b135d78543b2b7cc470764fdb57b,1301,São Paulo,SP
3c0401db453d4a499b6d6f92a3cda4dd,1301,São Paulo,SP
643235141d6a43eb8e198a4462099e6e,1301,São Paulo,SP
2f2ebced0e5a4acfa3d7e9c9ac450bec,1301,São Paulo,SP
00c6747004d74ba0b592e48f34cd617f,1301,São Paulo,SP
16f3a76903434e94bed5de895e4b8fdc,1301,São Paulo,SP
70882e459a3c4ee88d7f3e1713e9e125,1301,São Paulo,SP
d1e3e78f8b2344edb90867ef14a996a8,1301,São Paulo,SP
a027abe3f4c34147af0da54c5125d5b9,1301,São Paulo,SP
bb849836910e43fbadd74b5f3d81210d,1301,São Paulo,SP
ce50907654724b52965cb5a81c1f35e2,1301,São Paulo,SP
14c468c811204d6dbd1353933f8db2b6,1301,São Paulo,SP
e9ad5eb13dc849a792b3adf05de361c6,1301,São Paulo,SP
7a03d2d91e1c456c82d1c70572f41426,1301,São Paulo,SP
42ff50946cc247578d0b0ba68eaa7f5b,1301,São Paulo,SP
9616a492d2974265a3164963265b37ba,1301,São Paulo,SP
5f4dc1c965e94f84ac25ea0baaf646ec,1301,São Paulo,SP
62e8096f5aa248a8a5fc805d854ffc43,1301,São Paulo,SP
bd9429a607c44258bc911ae0b4e43b68,1301,São Paulo,SP
c1d58df9354d40fc86050ae6594a2dfb,1301,São Paulo,SP
4ceb51a0de64462e88e56267a75dce2a,1301,São Paulo,SP
c89cbe053c04477f9d6af2cd2df6e2c4,1301,São Paulo,SP
cecc16ee01f24675aa5245fb3729dc97,1301,São Paulo,SP
273724b22c864e67bd5fe75cd6ba622d,1301,São Paulo,SP
679ce0c40b044b4bb0f3c51c2d5dac0e,1301,São Paulo,SP
66ac1f0cd3cb415eae06ffec6f210eb6,1301,São Paulo,SP
833c7d2b8b4b4677bb6c85d336982bc7,1301,São Paulo,SP
a61bfec0464c47bbaa037a09badc3ef5,1301,São Paulo,SP
5595197dc12e4a5eae282b5cb144ad80,1301,São Paulo,SP
558b4ba630f9413c87d52a0e45f04e92,1301,São Paulo,SP
48396541049140f6afa3edb8a0381c7f,1301,São Paulo,SP
1dd804d7574e41f29a20737d32ec6ca7,1301,São Paulo,SP
36be0d5e4da046159d38401325849907,1301,São Paulo,SP
e386fb7482034843ac7361f5e0726aed,1301,São Paulo,SP
464982cd9c5e4093b7d9d78f065a4d21,1301,São Paulo,SP
9778db89c7eb40c280e04b066ee4a59a,1301,São Paulo,SP
787905110dd548c9ae822ed4c7251b81,1301,São Paulo,SP
e61ee95be0c14204a5176717386539c1,1301,São Paulo,SP
37942c4be0b64c30a262072e292f36f8,1301,São Paulo,SP
08f9df12d36e4dcd8b7276dd657fae6c,1301,São Paulo,SP
61909b13dc85444fb94fdf7b0aa52631,1301,São Paulo,SP
fd6e6aff747d41a38a691394bd86fe50,1301,São Paulo,SP
4c0f669ade784b05883c131bedd35d4e,1301,São Paulo,SP
6b037651cb7a4ae09378a5e3efb81ec3,1301,São Paulo,SP
c2905159c8af4cc4910eaa44a122617d,1301,São Paulo,SP
f0327037412444abb1f444594461b5c4,1301,São Paulo,SP
3e5e8aec5a6949a8b879f8ac07df7b08,1301,São Paulo,SP
4c1b51714f644d7fa3bc10e411571c9f,1301,São Paulo,SP
202d17a1b3db43faa5a5374b9cc39283,1301,São Paulo,SP
04da0c25e57846baa55c6b16e84904fe,1301,São Paulo,SP
964ecad1657b4d62b872cec7bde54df4,1301,São Paulo,SP
3daa18310b5b438192705cf6116ed6d6,1301,São Paulo,SP
36d6fb6984aa4899b8422c26bbd0564d,1301,São Paulo,SP
c173af1461ea409eb41024266b337d36,1301,São Paulo,SP
f524fd3d530040bf8d92e2cd343922cc,1301,São Paulo,SP
790480dd7af142288f528edefd33d42b,1301,São Paulo,SP
d71d76b226bc4ecd894acae76f828562,1301,São Paulo,SP
b181ca8273fa4a949286e3d939a6bf6b,1301,São Paulo,SP
5a01f2b19c5546ce8d5d5c0f7baf8586,1301,São Paulo,SP
08a1b91b4f8a4468a8e5f99baad4316b,1301,São Paulo,SP
3ee516c1653349a48282a253ba6028fe,1301,São Paulo,SP
6e6e2794828d47d2b057721e51837f0a,1301,São Paulo,SP
72a98176da7f4137848b28af66e0672c,1301,São Paulo,SP
03cff9d26df046ac86eae62cac429ac6,1301,São Paulo,SP
7b62905069c347b2bbdce388325a1476,1301,São Paulo,SP
f0eeefe6c3804ee9a0eaf81b78f1f653,1301,São Paulo,SP
7da23b2d42df47558250ba6f75379640,1301,São Paulo,SP
1e41efa5d41b4c57a4a6be5421a5ef4d,1301,São Paulo,SP
adf2cd7ea97042b08a963509fe999d0c,1301,São Paulo,SP
ab37d64fc0ce4997a0d350e4ff9d40ce,1301,São Paulo,SP
82d2afc6e398452cad615cd601222667,1301,São Paulo,SP
eedbeadaa4b64ed08db7d9122c1c8bf6,1301,São Paulo,SP
81865bbd4cf04aab93a760c4e6462d50,1301,São Paulo,SP
69b432a67a5f4c2d960c25b424460f8d,1301,São Paulo,SP
792f5ca0dc2848cf9e3a69482ebe1e2b,1301,São Paulo,SP
52daba1f12204db99d84968f86564acb,1301,São Paulo,SP
